Source,Target,Weight,Season
RUMPLE,GRETEL,,5
RUMPLE,WOODCUTTER,,5
RUMPLE,THATCHER,,5
RUMPLE,STEALTHY,,5
RUMPLE,LEOPOLD,,5
RUMPLE,MAURICE,,5
RUMPLE,NOVA,,5
RUMPLE,TOMKINS,,5
RUMPLE,PETER,,5
RUMPLE,DANIEL,,5
RUMPLE,CORA,,5
RUMPLE,AURORA,,5
RUMPLE,MULAN,,5
RUMPLE,PRINCE_PHILIP,,5
RUMPLE,WRAITH,,5
RUMPLE,LANCELOT,,5
RUMPLE,MILAH,,5
RUMPLE,SMEE,,5
RUMPLE,IGOR,,5
RUMPLE,VICTOR_FRANKENSTEIN,,5
RUMPLE,ANTON,,5
RUMPLE,ANITA_LUCAS,,5
RUMPLE,QUINN,,5
RUMPLE,CLAUDE,,5
RUMPLE,GREG_MENDELL,,5
RUMPLE,ALPHONSE_FRANKENSTEIN,,5
RUMPLE,GERHARDT_FRANKENSTEIN,,5
RUMPLE,ABRAHAM,,5
RUMPLE,ARLO,,5
RUMPLE,JACK,,5
RUMPLE,SEER,,5
RUMPLE,QUEEN_EVA,,5
RUMPLE,JOHANNA,,5
RUMPLE,TAMARA,,5
RUMPLE,KING_XAVIER,,5
RUMPLE,KURT_FLYNN,,5
RUMPLE,THE_DRAGON,,5
RUMPLE,SHERIFF_OF_NOTTINGHAM,,5
RUMPLE,MARIAN,,5
RUMPLE,ROBIN_HOOD,,5
RUMPLE,JOHN_DARLING,,5
RUMPLE,MICHAEL_DARLING,,5
RUMPLE,THE_SHADOW,,5
RUMPLE,WENDY,,5
RUMPLE,FELIX,,5
RUMPLE,TINKER_BELL,,5
RUMPLE,LIAM,,5
RUMPLE,DEVIN,,5
RUMPLE,ARIEL,,5
RUMPLE,URSULA,,5
RUMPLE,PRINCE_ERIC,,5
RUMPLE,ADOPTION_AGENT,,5
RUMPLE,MALCOLM,,5
RUMPLE,SHADOW,,5
RUMPLE,WALSH,,5
RUMPLE,RAPUNZEL,,5
RUMPLE,LUMIERE,,5
RUMPLE,BLACK_BEARD,,5
RUMPLE,JONATHAN,,5
RUMPLE,PRINCE_LEOPOLD,,5
RUMPLE,GLINDA,,5
RUMPLE,DOROTHY,,5
RUMPLE,ANNA,,5
RUMPLE,GERDA,,5
RUMPLE,GRAND_PABBIE,,5
RUMPLE,KRISTOFF,,5
RUMPLE,SVEN,,5
RUMPLE,BO_PEEP,,5
RUMPLE,INGRID,,5
RUMPLE,HANS,,5
RUMPLE,WILL_SCARLET,,5
RUMPLE,APPRENTICE,,5
RUMPLE,LILY_PAGE,,5
RUMPLE,LILYS_ADOPTIVE_FATHER,,5
RUMPLE,COLETTE,,5
RUMPLE,DUKE_OF_WESELTON,,5
RUMPLE,HELGA,,5
RUMPLE,MADAME_FAUSTINA,,5
RUMPLE,CRUELLA_DE_VIL,,5
RUMPLE,KING_STEFAN,,5
RUMPLE,POSEIDON,,5
RUMPLE,ISAAC_HELLER,,5
RUMPLE,MADELINE,,5
RUMPLE,MERLIN,,5
RUMPLE,KING_ARTHUR,,5
RUMPLE,SIR_KAY,,5
RUMPLE,MERIDA,,5
RUMPLE,PERCIVAL,,5
RUMPLE,GUINEVERE,,5
RUMPLE,VIOLET_MORGAN,,5
RUMPLE,GRIF,,5
RUMPLE,SIR_HANK_MORGAN,,5
RUMPLE,NIMUE,,5
RUMPLE,LORD_MACINTOSH,,5
RUMPLE,VORTIGAN,,5
RUMPLE,QUEEN_ELINOR,,5
RUMPLE,KING_FERGUS,,5
RUMPLE,WITCH,,5
RUMPLE,BRENNAN_JONES,,5
RUMPLE,LIAM,,5
RUMPLE,HADES,,5
RUMPLE,HERCULES,,5
RUMPLE,MEGARA,,5
RUMPLE,FENDRAKE_THE_HEALER,,5
